,Punto,Cluster,Latitud,Longitud
150440,2.22272E+16,4,6.17464911,-75.57253451
150443,2.22272E+16,4,6.17479502,-75.57235369
150480,2.22272E+16,1,6.17464911,-75.57253451
150483,2.22272E+16,1,6.17479502,-75.57235369
151600,2.22272E+16,1,6.17464911,-75.57253451
151634,2.22272E+16,4,6.17464911,-75.57253451
151787,2.22272E+16,4,6.17464911,-75.57253451
151850,2.22272E+16,1,6.17464911,-75.57253451
152438,2.22272E+16,4,6.17464911,-75.57253451
152440,2.22272E+16,4,6.174611,-75.5724
152529,2.22272E+16,4,6.17464911,-75.57253451
152530,2.22272E+16,4,6.174611,-75.5724
152589,2.22272E+16,1,6.17464911,-75.57253451
152590,2.22272E+16,1,6.174611,-75.5724
152969,2.22272E+16,4,6.17464911,-75.57253451
152970,2.22272E+16,4,6.174611,-75.5724
152993,2.22272E+16,1,6.17464911,-75.57253451
152994,2.22272E+16,1,6.174611,-75.5724
153137,2.22272E+16,4,6.174611,-75.5724
153145,2.22272E+16,4,6.17464911,-75.57253451
153146,2.22272E+16,4,6.174611,-75.5724
153253,2.22272E+16,4,6.174611,-75.5724
153325,2.22272E+16,4,6.17464911,-75.57253451
153327,2.22272E+16,4,6.174611,-75.5724
153445,2.22272E+16,1,6.17464911,-75.57253451
153447,2.22272E+16,1,6.174611,-75.5724
153525,2.22272E+16,4,6.174611,-75.5724
153573,2.22272E+16,4,6.17464911,-75.57253451
153575,2.22272E+16,4,6.174611,-75.5724
153594,2.22272E+16,1,6.17464911,-75.57253451
153596,2.22272E+16,1,6.174611,-75.5724
154833,2.22272E+16,4,6.174611,-75.5724
154841,2.22272E+16,1,6.174611,-75.5724
154867,2.22272E+16,4,6.174611,-75.5724
154945,2.22272E+16,4,6.17464911,-75.57253451
154949,2.22272E+16,4,6.174611,-75.5724
155265,2.22272E+16,1,6.17464911,-75.57253451
155269,2.22272E+16,1,6.174611,-75.5724
155465,2.22273E+16,1,6.17689113,-75.57047727
155505,2.22273E+16,4,6.17689113,-75.57047727
156145,2.22273E+16,1,6.17689113,-75.57047727
156184,2.22273E+16,1,6.17689113,-75.57047727
156286,2.22273E+16,4,6.17689113,-75.57047727
156439,2.22273E+16,1,6.17689113,-75.57047727
156463,2.22273E+16,1,6.17689113,-75.57047727
156475,2.22273E+16,1,6.17689113,-75.57047727
156538,2.22273E+16,4,6.17689113,-75.57047727
156895,2.22273E+16,4,6.17689113,-75.57047727
156908,2.22273E+16,1,6.17689113,-75.57047727
157064,2.22273E+16,1,6.17689113,-75.57047727
157144,2.22273E+16,4,6.17689113,-75.57047727
157484,2.22273E+16,1,6.17689113,-75.57047727
157604,2.22273E+16,4,6.17689113,-75.57047727
157616,2.22273E+16,4,6.17689113,-75.57047727
157658,2.22273E+16,1,6.17689113,-75.57047727
158393,2.22273E+16,1,6.17689113,-75.57047727
158429,2.22273E+16,4,6.17689113,-75.57047727
158477,2.22273E+16,4,6.17689113,-75.57047727
158498,2.22273E+16,1,6.17689113,-75.57047727
158645,2.22273E+16,4,6.17689113,-75.57047727
158657,2.22273E+16,1,6.17689113,-75.57047727
158753,2.22273E+16,4,6.17689113,-75.57047727
158853,2.22273E+16,1,6.17689113,-75.57047727
159213,2.22273E+16,1,6.17689113,-75.57047727
159255,2.22273E+16,4,6.17689113,-75.57047727
159717,2.22273E+16,1,6.17689113,-75.57047727
160097,2.22273E+16,1,6.17852157,-75.57112034
160137,2.22273E+16,4,6.17852157,-75.57112034
160937,2.22273E+16,1,6.17852157,-75.57112034
160985,2.22273E+16,1,6.17852157,-75.57112034
161605,2.22273E+16,1,6.17852157,-75.57112034
161625,2.22273E+16,3,6.17852157,-75.57112034
161645,2.22273E+16,4,6.17852157,-75.57112034
161865,2.22273E+16,1,6.17852157,-75.57112034
161889,2.22273E+16,1,6.17689113,-75.57047727
161933,2.22273E+16,4,6.17689113,-75.57047727
162593,2.22273E+16,4,6.17689113,-75.57047727
162605,2.22273E+16,1,6.17689113,-75.57047727
162641,2.22273E+16,1,6.17689113,-75.57047727
162661,2.22273E+16,4,6.17689113,-75.57047727
163561,2.22273E+16,4,6.17689113,-75.57047727
163581,2.22273E+16,1,6.17689113,-75.57047727
163681,2.22273E+16,4,6.17689113,-75.57047727
163690,2.22273E+16,4,6.17689113,-75.57047727
163714,2.22273E+16,1,6.17689113,-75.57047727
163734,2.22273E+16,4,6.17689113,-75.57047727
164354,2.22273E+16,4,6.17689113,-75.57047727
164366,2.22273E+16,1,6.17689113,-75.57047727
164450,2.22273E+16,4,6.17689113,-75.57047727
164555,2.22273E+16,1,6.17689113,-75.57047727
164849,2.22273E+16,1,6.17689113,-75.57047727
164869,2.22273E+16,4,6.17689113,-75.57047727
165089,2.22273E+16,4,6.17689113,-75.57047727
165101,2.22273E+16,4,6.17689113,-75.57047727
165401,2.22273E+16,4,6.17689113,-75.57047727
165425,2.22273E+16,4,6.17689113,-75.57047727
165449,2.22273E+16,4,6.17689113,-75.57047727
165509,2.22273E+16,1,6.17689113,-75.57047727
165689,2.22273E+16,1,6.17689113,-75.57047727
165749,2.22273E+16,4,6.17689113,-75.57047727
165949,2.22273E+16,1,6.17689113,-75.57047727
165961,2.22273E+16,4,6.17689113,-75.57047727
165985,2.22273E+16,4,6.17689113,-75.57047727
166105,2.22273E+16,4,6.17689113,-75.57047727
166205,2.22274E+16,1,6.17453541,-75.57236938
166215,2.22274E+16,4,6.17453541,-75.57236938
166225,2.22274E+16,1,6.17452491,-75.57231736
166228,2.22274E+16,1,6.174294,-75.57195369
166235,2.22274E+16,4,6.17429905,-75.5718292
166271,2.22274E+16,1,6.17429905,-75.5718292
166331,2.22274E+16,4,6.17426417,-75.5718209
166920,2.22274E+16,4,6.17426417,-75.5718209
166929,2.22274E+16,4,6.17426417,-75.5718209
166961,2.22274E+16,1,6.17426417,-75.5718209
167121,2.22274E+16,4,6.174094,-75.57185113
167134,2.22274E+16,4,6.17426417,-75.5718209
167152,2.22274E+16,4,6.174094,-75.57185113
167153,2.22274E+16,4,6.17426417,-75.5718209
167437,2.22274E+16,4,6.174094,-75.57185113
167445,2.22274E+16,4,6.17426417,-75.5718209
167505,2.22274E+16,1,6.17426417,-75.5718209
167700,2.22274E+16,4,6.174094,-75.57185113
167748,2.22274E+16,4,6.17426417,-75.5718209
167760,2.22274E+16,4,6.17426417,-75.5718209
167814,2.22274E+16,1,6.17426417,-75.5718209
167815,2.22274E+16,1,6.174094,-75.57185113
167833,2.22274E+16,4,6.17426417,-75.5718209
167834,2.22274E+16,4,6.174094,-75.57185113
168669,2.22274E+16,4,6.174094,-75.57185113
168705,2.22274E+16,4,6.174094,-75.57185113
168765,2.22274E+16,1,6.17426417,-75.5718209
168774,2.22274E+16,1,6.17426417,-75.5718209
168789,2.22274E+16,4,6.17426417,-75.5718209
169164,2.22274E+16,4,6.174094,-75.57185113
169176,2.22274E+16,1,6.174094,-75.57185113
169248,2.22274E+16,4,6.17426417,-75.5718209
169257,2.22274E+16,4,6.174094,-75.57185113
169263,2.22274E+16,4,6.17426417,-75.5718209
169333,2.22274E+16,1,6.174094,-75.57185113
169339,2.22274E+16,1,6.17426417,-75.5718209
169561,2.22274E+16,4,6.17426417,-75.5718209
169593,2.22274E+16,1,6.17426417,-75.5718209
169769,2.22274E+16,4,6.174094,-75.57185113
169817,2.22274E+16,4,6.17426417,-75.5718209
169853,2.22274E+16,4,6.174094,-75.57185113
169862,2.22274E+16,4,6.17426417,-75.5718209
170062,2.22274E+16,4,6.17426417,-75.5718209
170071,2.22274E+16,4,6.174641,-75.57224
170107,2.22274E+16,1,6.174641,-75.57224
170179,2.22274E+16,1,6.174065,-75.57175
170194,2.22274E+16,4,6.174065,-75.57175
170344,2.22274E+16,4,6.174641,-75.57224
170351,2.22274E+16,4,6.174065,-75.57175
170667,2.22274E+16,4,6.174065,-75.57175
170691,2.22274E+16,1,6.174065,-75.57175
170823,2.22274E+16,4,6.174641,-75.57224
170824,2.22274E+16,4,6.174065,-75.57175
170835,2.22274E+16,1,6.174641,-75.57224
170836,2.22274E+16,1,6.174065,-75.57175
170883,2.22274E+16,4,6.174065,-75.57175
171149,2.22274E+16,1,6.174065,-75.57175
171396,2.22274E+16,4,6.174065,-75.57175
171397,2.22274E+16,4,6.174641,-75.57224
171596,2.22274E+16,4,6.174065,-75.57175
171620,2.22274E+16,1,6.174065,-75.57175
171656,2.22274E+16,4,6.174641,-75.57224
171669,2.22274E+16,4,6.174065,-75.57175
171681,2.22274E+16,4,6.174065,-75.57175
172156,2.22274E+16,4,6.174641,-75.57224
172163,2.22274E+16,4,6.174065,-75.57175
172396,2.22274E+16,1,6.174641,-75.57224
172403,2.22274E+16,1,6.174065,-75.57175
172496,2.22274E+16,4,6.174065,-75.57175
172556,2.22274E+16,4,6.174641,-75.57224
172564,2.22274E+16,4,6.174065,-75.57175
172744,2.22274E+16,4,6.174641,-75.57224
172747,2.22274E+16,4,6.174065,-75.57175
172763,2.22274E+16,1,6.174641,-75.57224
172766,2.22274E+16,1,6.174065,-75.57175
173447,2.22274E+16,1,6.174641,-75.57224
173450,2.22274E+16,1,6.174065,-75.57175
173459,2.22274E+16,4,6.174641,-75.57224
173462,2.22274E+16,4,6.174065,-75.57175
173495,2.22274E+16,4,6.174641,-75.57224
173504,2.22274E+16,4,6.174065,-75.57175
173571,2.22274E+16,1,6.174641,-75.57224
173580,2.22274E+16,1,6.174065,-75.57175
173685,2.2228E+16,1,6.17482462,-75.5744262
173702,2.2228E+16,4,6.17482462,-75.5744262
173957,2.2228E+16,4,6.17482462,-75.5744262
173979,2.2228E+16,1,6.17482462,-75.5744262
174639,2.2228E+16,4,6.17482462,-75.5744262
174649,2.2228E+16,4,6.17482462,-75.5744262
174658,2.2228E+16,1,6.17482462,-75.5744262
174667,2.2228E+16,1,6.17482462,-75.5744262
174707,2.2228E+16,4,6.17482462,-75.5744262
174734,2.2228E+16,4,6.17446317,-75.57414793
174746,2.2228E+16,1,6.17446317,-75.57414793
174818,2.2228E+16,1,6.17446317,-75.57414793
174844,2.2228E+16,4,6.17446317,-75.57414793
174857,2.2228E+16,4,6.17446317,-75.57414793
174865,2.2228E+16,1,6.17446317,-75.57414793
174873,2.2228E+16,4,6.17446317,-75.57414793
174912,2.2228E+16,1,6.17446317,-75.57414793
174925,2.2228E+16,1,6.17446317,-75.57414793
174941,2.2228E+16,4,6.17446317,-75.57414793
174954,2.2228E+16,1,6.17446317,-75.57414793
174993,2.2228E+16,4,6.17435714,-75.57438581
175020,2.2228E+16,4,6.17435714,-75.57438581
175046,2.2228E+16,1,6.17435714,-75.57438581
175050,2.2228E+16,4,6.17120649,-75.57126093
175071,2.2228E+16,1,6.17120649,-75.57126093
175079,2.2228E+16,1,6.17120649,-75.57126093
175091,2.2228E+16,4,6.17120649,-75.57126093
175139,2.2228E+16,1,6.17120649,-75.57126093
175187,2.2228E+16,4,6.17120649,-75.57126093
175223,2.2228E+16,1,6.17120649,-75.57126093
175262,2.2228E+16,1,6.17120649,-75.57126093
175301,2.2228E+16,4,6.17120649,-75.57126093
175405,2.2228E+16,1,6.17120649,-75.57126093
175417,2.2228E+16,4,6.17120649,-75.57126093
175441,2.2228E+16,4,6.17117377,-75.57030866
175455,2.2228E+16,1,6.17117377,-75.57030866
175466,2.2228E+16,4,6.17117377,-75.57030866
175473,2.2228E+16,1,6.17117377,-75.57030866
175486,2.2228E+16,4,6.17117377,-75.57030866
175551,2.2228E+16,1,6.17117377,-75.57030866
175566,2.2228E+16,4,6.17117377,-75.57030866
175671,2.2228E+16,1,6.17117377,-75.57030866
175719,2.2228E+16,1,6.17117377,-75.57030866
175734,2.2279E+16,1,6.17766925,-75.578285
175735,2.2279E+16,1,6.17871771,-75.57873831
175739,2.2279E+16,4,6.17871771,-75.57873831
175787,2.2279E+16,4,6.17871771,-75.57873831
175811,2.2279E+16,4,6.17871771,-75.57873831
176271,2.2279E+16,4,6.17871771,-75.57873831
176280,2.2279E+16,4,6.17871771,-75.57873831
176721,2.2279E+16,4,6.17871771,-75.57873831
176745,2.2279E+16,4,6.17871771,-75.57873831
176757,2.2279E+16,1,6.17871771,-75.57873831
176761,2.2279E+16,4,6.17871771,-75.57873831
176764,2.2279E+16,4,6.178718,-75.57874
176951,2.2279E+16,1,6.17871771,-75.57873831
176954,2.2279E+16,1,6.178718,-75.57874
177521,2.2279E+16,4,6.17871771,-75.57873831
177569,2.2279E+16,4,6.17871771,-75.57873831
177634,2.2279E+16,4,6.17871771,-75.57873831
177824,2.2279E+16,4,6.17871771,-75.57873831
177926,2.2279E+16,1,6.17871771,-75.57873831
178011,2.2279E+16,4,6.17871771,-75.57873831
178095,2.2279E+16,1,6.17871771,-75.57873831
178494,2.2279E+16,4,6.17871771,-75.57873831
178530,2.2279E+16,1,6.17871771,-75.57873831
178554,2.2279E+16,4,6.17764878,-75.5787326
179434,2.2279E+16,1,6.17764878,-75.5787326
180154,2.2279E+16,1,6.17764878,-75.5787326
180174,2.2279E+16,4,6.17764878,-75.5787326
180654,2.2279E+16,4,6.17577803,-75.57729847
180758,2.2279E+16,1,6.17577803,-75.57729847
182331,2.2279E+16,4,6.17577803,-75.57729847
182507,2.2279E+16,4,6.17577803,-75.57729847
183123,2.2279E+16,4,6.17577803,-75.57729847
183144,2.2279E+16,1,6.17537032,-75.57706282
183154,2.2279E+16,4,6.17537032,-75.57706282
183164,2.2314E+16,1,6.1772289,-75.57273402
183200,2.2314E+16,4,6.1772289,-75.57273402
183284,2.2314E+16,1,6.1772289,-75.57273402
183404,2.2314E+16,1,6.1772289,-75.57273402
183440,2.2314E+16,4,6.1772289,-75.57273402
183464,2.2314E+16,1,6.1772289,-75.57273402
183536,2.2314E+16,1,6.1772289,-75.57273402
183584,2.2314E+16,4,6.1772289,-75.57273402
183608,2.2314E+16,1,6.1772289,-75.57273402
183610,2.2314E+16,1,6.17792739,-75.57279405
183628,2.2314E+16,4,6.1772289,-75.57273402
183630,2.2314E+16,4,6.17792739,-75.57279405
184128,2.2314E+16,4,6.1772289,-75.57273402
184135,2.2314E+16,4,6.17792739,-75.57279405
184228,2.2314E+16,1,6.1772289,-75.57273402
184235,2.2314E+16,1,6.17792739,-75.57279405
184568,2.2314E+16,1,6.1772289,-75.57273402
184576,2.2314E+16,1,6.1772289,-75.57273402
184588,2.2314E+16,4,6.1772289,-75.57273402
184636,2.2314E+16,1,6.17792739,-75.57279405
184656,2.2314E+16,4,6.17792739,-75.57279405
184976,2.2314E+16,4,6.1772289,-75.57273402
184981,2.2314E+16,4,6.17792739,-75.57279405
185056,2.2314E+16,1,6.1772289,-75.57273402
185061,2.2314E+16,1,6.17792739,-75.57279405
185256,2.2314E+16,4,6.17792739,-75.57279405
185280,2.2314E+16,1,6.17792739,-75.57279405
185292,2.2314E+16,1,6.1772289,-75.57273402
185305,2.2314E+16,4,6.1772289,-75.57273402
185357,2.2314E+16,1,6.17792739,-75.57279405
185376,2.2314E+16,4,6.17792739,-75.57279405
185813,2.2314E+16,4,6.1772289,-75.57273402
185819,2.2314E+16,4,6.17792739,-75.57279405
185833,2.2314E+16,1,6.1772289,-75.57273402
185839,2.2314E+16,1,6.17792739,-75.57279405
186093,2.2314E+16,1,6.1772289,-75.57273402
186105,2.2314E+16,4,6.1772289,-75.57273402
186117,2.2314E+16,4,6.1772289,-75.57273402
186120,2.2314E+16,4,6.17792739,-75.57279405
186157,2.2314E+16,1,6.1772289,-75.57273402
186160,2.2314E+16,1,6.17792739,-75.57279405
186357,2.2314E+16,1,6.1772289,-75.57273402
186365,2.2314E+16,4,6.17792739,-75.57279405
186385,2.2314E+16,1,6.17792739,-75.57279405
186825,2.2314E+16,4,6.1772289,-75.57273402
186861,2.2314E+16,4,6.1772289,-75.57273402
186862,2.2314E+16,4,6.17792739,-75.57279405
186881,2.2314E+16,1,6.1772289,-75.57273402
186882,2.2314E+16,1,6.17792739,-75.57279405
187581,2.2314E+16,1,6.1772289,-75.57273402
187589,2.2314E+16,4,6.1772289,-75.57273402
187597,2.2314E+16,4,6.1772289,-75.57273402
187657,2.2314E+16,4,6.1772289,-75.57273402
187661,2.2314E+16,4,6.17792739,-75.57279405
187797,2.2314E+16,1,6.1772289,-75.57273402
187801,2.2314E+16,1,6.17792739,-75.57279405
187957,2.2314E+16,4,6.17792739,-75.57279405
187981,2.2314E+16,1,6.1772289,-75.57273402
188005,2.2314E+16,4,6.1772289,-75.57273402
188053,2.2314E+16,1,6.17792739,-75.57279405
188073,2.2314E+16,4,6.17792739,-75.57279405
188273,2.2314E+16,4,6.1772289,-75.57273402
188277,2.2314E+16,4,6.177932,-75.57281
188293,2.2314E+16,1,6.1772289,-75.57273402
188297,2.2314E+16,1,6.177932,-75.57281
188833,2.2314E+16,1,6.17694331,-75.57262662
188834,2.2314E+16,1,6.1772289,-75.57273402
188853,2.2314E+16,4,6.17694331,-75.57262662
188854,2.2314E+16,4,6.1772289,-75.57273402
191893,2.2314E+16,1,6.1772289,-75.57273402
191905,2.2314E+16,4,6.1772289,-75.57273402
191941,2.2314E+16,1,6.1772289,-75.57273402
191942,2.2314E+16,1,6.17694331,-75.57262662
192021,2.2314E+16,4,6.1772289,-75.57273402
192022,2.2314E+16,4,6.17694331,-75.57262662
192241,2.2314E+16,4,6.1772289,-75.57273402
192253,2.2314E+16,1,6.1772289,-75.57273402
192301,2.2314E+16,4,6.1772289,-75.57273402
192303,2.2314E+16,4,6.177932,-75.57281
192341,2.2314E+16,1,6.1772289,-75.57273402
192343,2.2314E+16,1,6.177932,-75.57281
192521,2.2314E+16,4,6.1772289,-75.57273402
192545,2.2314E+16,1,6.1772289,-75.57273402
192547,2.2314E+16,1,6.177932,-75.57281
192566,2.2314E+16,4,6.1772289,-75.57273402
192568,2.2314E+16,4,6.177932,-75.57281
192923,2.2314E+16,1,6.1772289,-75.57273402
192934,2.2314E+16,1,6.177932,-75.57281
192944,2.2314E+16,4,6.1772289,-75.57273402
192955,2.2314E+16,4,6.177932,-75.57281
193637,2.2314E+16,1,6.1772289,-75.57273402
193649,2.2314E+16,4,6.1772289,-75.57273402
193709,2.2314E+16,1,6.1772289,-75.57273402
193716,2.2314E+16,1,6.17694331,-75.57262662
193729,2.2314E+16,4,6.1772289,-75.57273402
193736,2.2314E+16,4,6.17694331,-75.57262662
194309,2.2314E+16,4,6.177932,-75.57281
194325,2.2314E+16,1,6.1772289,-75.57273402
194337,2.2314E+16,4,6.1772289,-75.57273402
194373,2.2314E+16,1,6.177932,-75.57281
194381,2.2314E+16,4,6.17781902,-75.57340024
194393,2.2314E+16,1,6.17781902,-75.57340024
194417,2.2314E+16,1,6.17820389,-75.57383473
194453,2.2314E+16,1,6.17820389,-75.57383473
194489,2.2314E+16,3,6.17820389,-75.57383473
194503,2.2314E+16,1,6.17820389,-75.57383473
194531,2.2314E+16,1,6.17820389,-75.57383473
194639,2.2314E+16,4,6.17820389,-75.57383473
194723,2.2314E+16,4,6.17792416,-75.57330322
194753,2.2314E+16,1,6.17792416,-75.57330322
194783,2.2314E+16,4,6.17792416,-75.57330322
194888,2.2314E+16,1,6.17792416,-75.57330322
194903,2.2314E+16,1,6.17884368,-75.57497842
194987,2.2314E+16,4,6.17884368,-75.57497842
195113,2.2314E+16,1,6.17884368,-75.57497842
195149,2.2314E+16,4,6.17884368,-75.57497842
195173,2.2314E+16,1,6.17884368,-75.57497842
195217,2.2314E+16,4,6.17884368,-75.57497842
196119,2.2314E+16,4,6.17884368,-75.57497842
196131,2.2314E+16,1,6.17884368,-75.57497842
196143,2.2314E+16,3,6.17884368,-75.57497842
196191,2.2314E+16,1,6.17884368,-75.57497842
196211,2.2314E+16,4,6.17884368,-75.57497842
196991,2.2314E+16,1,6.17884368,-75.57497842
197043,2.2314E+16,4,6.17884368,-75.57497842
197106,2.2314E+16,1,6.17884368,-75.57497842
197589,2.2314E+16,4,6.17884368,-75.57497842
197609,2.2314E+16,1,6.17884368,-75.57497842
197949,2.2314E+16,4,6.17888749,-75.57505731
197969,2.2314E+16,1,6.17888749,-75.57505731
198089,2.2314E+16,1,6.17888749,-75.57505731
198097,2.2314E+16,4,6.17888749,-75.57505731
198106,2.2314E+16,4,6.17888749,-75.57505731
198130,2.2314E+16,1,6.17888749,-75.57505731
198166,2.2314E+16,4,6.17888749,-75.57505731
198178,2.2314E+16,1,6.17888749,-75.57505731
198218,2.2314E+16,4,6.17888749,-75.57505731
198358,2.2314E+16,1,6.17888749,-75.57505731
198367,2.2314E+16,4,6.17888749,-75.57505731
198379,2.2314E+16,1,6.17888749,-75.57505731
198439,2.2314E+16,1,6.17888749,-75.57505731
198481,2.2314E+16,4,6.17888749,-75.57505731
198796,2.2314E+16,4,6.17888749,-75.57505731
198832,2.2314E+16,4,6.17902556,-75.57534784
198844,2.2314E+16,1,6.17902556,-75.57534784
198904,2.2314E+16,1,6.17902556,-75.57534784
198916,2.2328E+16,1,6.178154,-75.57253
198918,2.2328E+16,1,6.178302,-75.57245
198921,2.2328E+16,1,6.178154,-75.57253
198923,2.2328E+16,1,6.17815344,-75.57252948
198957,2.2328E+16,4,6.178154,-75.57253
198959,2.2328E+16,4,6.17815344,-75.57252948
198993,2.2328E+16,1,6.178154,-75.57253
198994,2.2328E+16,1,6.17815344,-75.57252948
199133,2.2328E+16,4,6.178154,-75.57253
199134,2.2328E+16,4,6.17815344,-75.57252948
199253,2.2328E+16,4,6.178154,-75.57253
199261,2.2328E+16,1,6.178154,-75.57253
199269,2.2328E+16,4,6.17815344,-75.57252948
199270,2.2328E+16,4,6.178154,-75.57253
199289,2.2328E+16,1,6.17815344,-75.57252948
199290,2.2328E+16,1,6.178154,-75.57253
199649,2.2328E+16,4,6.178154,-75.57253
199652,2.2328E+16,4,6.17815344,-75.57252948
199689,2.2328E+16,1,6.178154,-75.57253
199692,2.2328E+16,1,6.17815344,-75.57252948
199989,2.2328E+16,4,6.17815344,-75.57252948
199990,2.2328E+16,4,6.178154,-75.57253
200025,2.2328E+16,1,6.17815344,-75.57252948
200026,2.2328E+16,1,6.178154,-75.57253
200049,2.2328E+16,4,6.178154,-75.57253
200057,2.2328E+16,1,6.178154,-75.57253
200065,2.2328E+16,1,6.17815344,-75.57252948
200066,2.2328E+16,1,6.178154,-75.57253
200085,2.2328E+16,4,6.17815344,-75.57252948
200086,2.2328E+16,4,6.178154,-75.57253
200325,2.2328E+16,4,6.178154,-75.57253
200329,2.2328E+16,4,6.17815344,-75.57252948
200338,2.2328E+16,1,6.178154,-75.57253
200342,2.2328E+16,1,6.17815344,-75.57252948
200377,2.2328E+16,4,6.178154,-75.57253
200378,2.2328E+16,4,6.17815344,-75.57252948
200477,2.241E+16,1,6.18548483,-75.58094077
200494,2.241E+16,1,6.18548483,-75.58094077
200506,2.241E+16,4,6.18548483,-75.58094077
200518,2.2411E+16,1,6.18233603,-75.57758267
200538,2.2411E+16,4,6.18233603,-75.57758267
200898,2.2411E+16,4,6.18233603,-75.57758267
200918,2.2411E+16,1,6.18233603,-75.57758267
200938,2.2411E+16,4,6.18233603,-75.57758267
200998,2.2411E+16,4,6.18233603,-75.57758267
201070,2.2411E+16,4,6.18233603,-75.57758267
201090,2.2411E+16,1,6.18233603,-75.57758267
201250,2.2411E+16,4,6.18233603,-75.57758267
201262,2.2411E+16,4,6.18233603,-75.57758267
201304,2.2411E+16,1,6.18233603,-75.57758267
201598,2.2411E+16,4,6.18233603,-75.57758267
201638,2.2411E+16,4,6.18233603,-75.57758267
201658,2.2411E+16,1,6.18233603,-75.57758267
201858,2.2411E+16,1,6.18233603,-75.57758267
201879,2.2411E+16,4,6.18233603,-75.57758267
201963,2.2411E+16,4,6.18233603,-75.57758267
202075,2.2411E+16,3,6.18233603,-75.57758267
202187,2.2411E+16,4,6.18233603,-75.57758267
202327,2.2411E+16,1,6.18233603,-75.57758267
202349,2.2411E+16,4,6.18233603,-75.57758267
202591,2.2411E+16,1,6.18233603,-75.57758267
202615,2.2411E+16,4,6.18233603,-75.57758267
202651,2.2411E+16,1,6.18233603,-75.57758267
202667,2.2411E+16,4,6.18233603,-75.57758267
202715,2.2411E+16,1,6.18233603,-75.57758267
202736,2.2411E+16,4,6.18233603,-75.57758267
202799,2.2411E+16,1,6.18233603,-75.57758267
202811,2.2411E+16,4,6.18233603,-75.57758267
202859,2.2411E+16,4,6.18233603,-75.57758267
202939,2.2411E+16,1,6.18233603,-75.57758267
203079,2.2411E+16,4,6.18233603,-75.57758267
203092,2.2411E+16,4,6.18260859,-75.57779786
203236,2.2411E+16,1,6.18260859,-75.57779786
204064,2.2411E+16,4,6.18260859,-75.57779786
204292,2.2411E+16,4,6.18260859,-75.57779786
204313,2.2411E+16,1,6.18260859,-75.57779786
204334,2.2411E+16,4,6.18260859,-75.57779786
204424,2.2412E+16,4,6.18017049,-75.57631803
204508,2.2412E+16,1,6.18017049,-75.57631803
204529,2.2412E+16,4,6.18088526,-75.5765045
204571,2.2412E+16,1,6.18088526,-75.5765045
204676,2.2412E+16,4,6.18088526,-75.5765045
204745,2.2412E+16,1,6.18088526,-75.5765045
205136,2.2412E+16,1,6.18108639,-75.57634624
205153,2.2412E+16,4,6.18108639,-75.57634624
205204,2.2412E+16,4,6.18108639,-75.57634624
205288,2.2412E+16,1,6.18108639,-75.57634624
205393,2.2412E+16,4,6.1806032,-75.57668351
205406,2.2412E+16,4,6.1806032,-75.57668351
206141,2.2412E+16,1,6.1806032,-75.57668351
206161,2.2412E+16,4,6.1806032,-75.57668351
206441,2.2412E+16,4,6.1806032,-75.57668351
206465,2.2412E+16,1,6.18118131,-75.57648531
206525,2.2412E+16,4,6.18118131,-75.57648531
206845,2.2412E+16,1,6.18118131,-75.57648531
206940,2.2412E+16,4,6.18118131,-75.57648531
206978,2.2412E+16,4,6.18340835,-75.58158543
207038,2.2412E+16,4,6.18340835,-75.58158543
207203,2.2412E+16,1,6.18340835,-75.58158543
207213,2.2412E+16,1,6.18340835,-75.58158543
207333,2.2412E+16,1,6.18340835,-75.58158543
207423,2.2412E+16,4,6.18340835,-75.58158543
207453,2.24121E+16,4,6.18187559,-75.57842001
207461,2.24121E+16,4,6.18313651,-75.58239569
207470,2.2413E+16,4,6.18340835,-75.58158543
207503,2.2413E+16,1,6.18347076,-75.58207768
207508,2.24131E+16,4,6.1818963,-75.57915947
207516,2.24131E+16,1,6.1818963,-75.57915947
207529,2.24131E+16,4,6.1818963,-75.57915947
207542,2.24131E+16,4,6.1818963,-75.57915947
207654,2.24131E+16,1,6.1818963,-75.57915947
207718,2.2414E+16,4,6.1796541,-75.5768384
207870,2.2414E+16,1,6.1796541,-75.5768384
207930,2.2414E+16,4,6.1796541,-75.5768384
207990,2.2414E+16,4,6.18018961,-75.5794754
207993,2.2414E+16,4,6.179415,-75.57849
207998,2.2414E+16,4,6.18130433,-75.58027282
208007,2.2414E+16,4,6.18130433,-75.58027282
208047,2.2415E+16,1,6.17919766,-75.57777011
208087,2.2415E+16,4,6.17919766,-75.57777011
208307,2.2415E+16,4,6.17919766,-75.57777011
208323,2.2415E+16,4,6.17919766,-75.57777011
208365,2.2415E+16,1,6.17919766,-75.57777011
208386,2.2415E+16,4,6.17919766,-75.57777011
208512,2.2415E+16,4,6.17919766,-75.57777011
208538,2.2415E+16,4,6.17919766,-75.57777011
208643,2.2415E+16,1,6.17919766,-75.57777011
208895,2.2415E+16,4,6.17919766,-75.57777011
208935,2.2415E+16,1,6.17919766,-75.57777011
209055,2.2415E+16,4,6.17919766,-75.57777011
209063,2.2415E+16,4,6.18458126,-75.58252403
209072,2.24151E+16,1,6.17730165,-75.58071723
209135,2.24151E+16,4,6.17730165,-75.58071723
209408,2.24151E+16,4,6.17730165,-75.58071723
209432,2.24151E+16,4,6.17730165,-75.58071723
